"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1873096324750655799","Sun Dec 29 02:09:52 +0000 2024","0","@garudadidada10 PPN 12% untuk membiayai riset dan pengembangan. #MakanBergiziBangunNegeri","1873189661629358472","","garudadidada10","in","","0","0","0","https://x.com/ivan_indrajaya4/status/1873189661629358472","1704063023927951360","ivan_indrajaya4"
"1873096458834198748","Sun Dec 29 02:09:26 +0000 2024","1","@garudadidada10 Dengan PPN 12% kita dapat membangun Indonesia yang lebih ramah lingkungan. #MakanBergiziBangunNegeri","1873189554456543650","","garudadidada10","in","","0","0","0","https://x.com/rina_ksmwatii/status/1873189554456543650","1698990227640160256","rina_ksmwatii"
"1873189521447370917","Sun Dec 29 02:09:18 +0000 2024","0","@ anak kimia yang dosennya pak triyanda/bu ita nilainya udah pada keluar belum?","1873189521447370917","","","in","carrd byf →","0","0","0","https://x.com/atzrty/status/1873189521447370917","1747870000290091008","atzrty"
"1872931145421320670","Sun Dec 29 02:09:16 +0000 2024","0","@el_jastip @Ichavarma_ makanya ppn 12 persen jadi masuk akal banyak umkm2 yang begini.","1873189513272709562","","el_jastip","in","indonesia","0","1","0","https://x.com/dhaniswara1996/status/1873189513272709562","146016322","dhaniswara1996"
"1873187183550423128","Sun Dec 29 02:09:15 +0000 2024","0","@ARSIPAJA ga usah komcad makin kesini makin ke sana. beresin dulu masalah satu2 yg menyangkut perut rakyat ppn 12% tuh batalin.","1873189509845926080","","ARSIPAJA","in","","0","0","0","https://x.com/guntara_yudi/status/1873189509845926080","222069505","guntara_yudi"
"1873096458834198748","Sun Dec 29 02:09:03 +0000 2024","0","@garudadidada10 Dengan PPN 12% pemerintah dapat meningkatkan kualitas perumahan rakyat. #MakanBergiziBangunNegeri","1873189459002560831","","garudadidada10","in","","0","0","0","https://x.com/naina_ramadhan/status/1873189459002560831","1709074634040324096","naina_ramadhan"
"1873096458834198748","Sun Dec 29 02:08:59 +0000 2024","0","@garudadidada10 PPN 12% mendukung pembangunan ekonomi yang lebih ramah lingkungan. #MakanBergiziBangunNegeri","1873189441533300758","","garudadidada10","in","","0","0","0","https://x.com/raharjo_doddy/status/1873189441533300758","1699062626603679744","raharjo_doddy"
"1873096324750655799","Sun Dec 29 02:08:28 +0000 2024","0","@garudadidada10 Dengan PPN 12% pengelolaan sampah lebih efisien. #MakanBergiziBangunNegeri","1873189310603911431","","garudadidada10","in","","0","0","0","https://x.com/hana_dinafuji/status/1873189310603911431","1711220599690059776","hana_dinafuji"
"1873011774007513434","Sun Dec 29 02:08:23 +0000 2024","0","@detikcom Makanya batalkan ppn 12% jangan cuma omon omon jatuhnya anda lama lama jadi orang munafik @prabowo","1873189290907476191","","detikcom","in","","0","0","0","https://x.com/SitiRom05533469/status/1873189290907476191","1742049679037407232","SitiRom05533469"
"1873096324750655799","Sun Dec 29 02:08:18 +0000 2024","0","@garudadidada10 PPN 12% mendorong inovasi sektor publik. #MakanBergiziBangunNegeri","1873189269269029329","","garudadidada10","in","","0","0","0","https://x.com/nayla_ygwt/status/1873189269269029329","1708701913745924096","nayla_ygwt"
"1873074008385831169","Sun Dec 29 02:08:09 +0000 2024","0","@mediocremfer Anjir kelas gini Ham","1873189231788704244","","mediocremfer","in","Listen to my band!","0","0","0","https://x.com/nerdypunkboi/status/1873189231788704244","1156917058526801920","nerdypunkboi"
"1873189207482716517","Sun Dec 29 02:08:03 +0000 2024","0","Begini penghitungan PPN 12% top up e-Money https://t.co/gf2uvfPpUz","1873189207482716517","","","in","Indonesia","0","0","0","https://x.com/corongid/status/1873189207482716517","732122056377008128","corongid"
"1873096458834198748","Sun Dec 29 02:07:58 +0000 2024","1","@garudadidada10 PPN 12% mendukung pengembangan kawasan terpencil. #MakanBergiziBangunNegeri","1873189186666414107","","garudadidada10","in","","0","0","0","https://x.com/tegar_wisnu1/status/1873189186666414107","1699364607360708608","tegar_wisnu1"
"1873096324750655799","Sun Dec 29 02:07:27 +0000 2024","0","@garudadidada10 Kenaikan PPN 12% membantu mengembangkan sektor energi terbarukan. #MakanBergiziBangunNegeri","1873189055049162935","","garudadidada10","in","","0","0","0","https://x.com/tira_agstna89/status/1873189055049162935","1699640194495139840","tira_agstna89"
"1873096458834198748","Sun Dec 29 02:07:22 +0000 2024","0","@garudadidada10 Dengan PPN 12% kita memperkuat pembangunan sosial yang lebih merata. #MakanBergiziBangunNegeri","1873189035541447134","","garudadidada10","in","","0","0","0","https://x.com/zamidah_pdmsri/status/1873189035541447134","1699327320652410880","zamidah_pdmsri"
"1873011774007513434","Sun Dec 29 02:07:14 +0000 2024","0","@detikcom Batalkan PPN 12 itu baru presiden beneran bukan kacung mulyono","1873188999088775491","","detikcom","in","","0","0","0","https://x.com/Sudarma78646177/status/1873188999088775491","1483711111564492800","Sudarma78646177"
"1873188980092793196","Sun Dec 29 02:07:09 +0000 2024","0","Daripada menaikkan PPN 12% cuma dapat 75 T bagaimana kalau mereka yang mengemplang pajak sawit ditarik pajaknya?! Malah bisa dapat 300 T lho! https://t.co/E2NbSgA2cd","1873188980092793196","https://pbs.twimg.com/media/Gf7ncczbEAAjyCj.jpg","","in","Indonesia","0","0","0","https://x.com/Hiedmuszaa/status/1873188980092793196","737109074517450752","Hiedmuszaa"
"1873096324750655799","Sun Dec 29 02:06:26 +0000 2024","0","@garudadidada10 PPN 12% untuk menciptakan pemerintahan yang lebih efisien dan transparan. #MakanBergiziBangunNegeri","1873188800974975206","","garudadidada10","in","","0","0","0","https://x.com/cia_hariyah/status/1873188800974975206","1704042024423526400","cia_hariyah"
"1872950745991094456","Sun Dec 29 02:05:47 +0000 2024","0","@Kacaback678910 @abu_waras Gol 5 8 persen bngga dgn pilihanny yg menang dan merasa ga bakal kena kesulitan ekonomi karena ppn 12 persen.","1873188637296456157","","Kacaback678910","in","","0","0","0","https://x.com/dragoeinside/status/1873188637296456157","79950260","dragoeinside"
"1873096458834198748","Sun Dec 29 02:05:38 +0000 2024","0","@garudadidada10 Dengan PPN 12% kita bisa menciptakan Indonesia yang lebih sejahtera. #MakanBergiziBangunNegeri","1873188599191224458","","garudadidada10","in","","0","0","0","https://x.com/laksana_wasita7/status/1873188599191224458","1709408092683931648","laksana_wasita7"
"1873188562000281925","Sun Dec 29 02:05:29 +0000 2024","0","Soal Pro Kontra Kenaikan PPN 12% Jokowi Dukung Keputusan Pemerintah - https://t.co/lXBizCt7gY https://t.co/OK0zYACtrb","1873188562000281925","https://pbs.twimg.com/media/Gf7nEcGbEAAgOME.jpg","","in","Surakarta, Jawa Tengah","0","0","0","https://x.com/Joglosemarnews/status/1873188562000281925","949224511508955136","Joglosemarnews"
"1873171905206944176","Sun Dec 29 02:05:29 +0000 2024","2","@AnKiiim_ Jokowi kayak org bener aja dia tahu persis dan PPN 12% ini adlh ulah dia di masa kekuasaannya.. ulah dia akibat buruknya tata kelola keuangan negara yg membabi buta demi memenuhi obsesi ngawurnya semata...","1873188561044029792","","AnKiiim_","in","Jakarta Capital Region, Indone","0","0","1","https://x.com/DermagaGarely/status/1873188561044029792","1513694552443727873","DermagaGarely"
"1873096458834198748","Sun Dec 29 02:05:29 +0000 2024","0","@garudadidada10 PPN 12% memberikan peluang besar untuk pembangunan infrastruktur publik. #MakanBergiziBangunNegeri","1873188560423272692","","garudadidada10","in","","0","0","0","https://x.com/okto_putra11/status/1873188560423272692","1700108237239128064","okto_putra11"
"1873147593234235641","Sun Dec 29 02:05:21 +0000 2024","0","@hansssolo Kendurenan biar penetapan PPN 12% lancar","1873188526554267863","","hansssolo","in","Soledad, Colombia","0","0","0","https://x.com/inspired_007/status/1873188526554267863","75395185","inspired_007"
"1873096458834198748","Sun Dec 29 02:04:56 +0000 2024","0","@garudadidada10 Dengan PPN 12% kualitas layanan publik dapat lebih ditingkatkan. #MakanBergiziBangunNegeri","1873188423353417872","","garudadidada10","in","","0","0","0","https://x.com/lantar_dam/status/1873188423353417872","1710150349468975104","lantar_dam"
"1873096324750655799","Sun Dec 29 02:04:48 +0000 2024","0","@garudadidada10 PPN 12% untuk memastikan perlindungan sosial yang lebih baik. #MakanBergiziBangunNegeri","1873188389463408717","","garudadidada10","in","","0","0","0","https://x.com/gentar_ir09/status/1873188389463408717","1699332678175301632","gentar_ir09"
"1873096324750655799","Sun Dec 29 02:04:48 +0000 2024","0","@garudadidada10 PPN 12% mendukung pembangunan berkelanjutan yang lebih inklusif. #MakanBergiziBangunNegeri","1873188387102072953","","garudadidada10","in","","0","0","0","https://x.com/samsul_bahri82/status/1873188387102072953","1708728336858624001","samsul_bahri82"
"1873096458834198748","Sun Dec 29 02:04:18 +0000 2024","0","@garudadidada10 PPN 12% membantu menciptakan lapangan kerja berkualitas. #MakanBergiziBangunNegeri","1873188263563063640","","garudadidada10","in","","0","0","0","https://x.com/padmi_yuniar70/status/1873188263563063640","1711949849430794240","padmi_yuniar70"
"1873096324750655799","Sun Dec 29 02:04:09 +0000 2024","0","@garudadidada10 Kenaikan PPN 12% untuk pembiayaan pendidikan yang lebih baik. #MakanBergiziBangunNegeri","1873188222433644581","","garudadidada10","in","","0","0","0","https://x.com/kasusra_hardi/status/1873188222433644581","1711216647099514880","kasusra_hardi"
"1873188157946249279","Sun Dec 29 02:03:53 +0000 2024","0","orang orang kenapa terima terima aja jelas jelas di palak tapi marketingnya ppn 12%","1873188157946249279","","","in","ur place","0","0","0","https://x.com/clumsyicha/status/1873188157946249279","882915223467835392","clumsyicha"
"1873188137230557549","Sun Dec 29 02:03:48 +0000 2024","0"," Kabar Gembira! Tiket kereta tidak dikenakan PPN 12% bahkan perusahaan negara aja tau kalau kenaikan PPN bukan kabar gembira","1873188137230557549","","","in","bdg","0","0","0","https://x.com/dimasariefs/status/1873188137230557549","164160598","dimasariefs"
"1873187851774656778","Sun Dec 29 02:02:40 +0000 2024","0","semalem fanza ngajak ngomong serius sampe jam 2 pagi intinya gara2 mulai buldep ppn 12% kita lebih menekan untuk ga sering ketemu dulu karena lebih mau prioritasin nabung untuk masa depan nanti jjr belum bisa ikhlas tapi mau gimana lagi gini bgt couple ldr an jadi batunya jg","1873187851774656778","","","in","","0","0","0","https://x.com/s_cerevierae/status/1873187851774656778","1205141834399277056","s_cerevierae"
"1873096458834198748","Sun Dec 29 02:01:18 +0000 2024","0","@garudadidada10 PPN 12% untuk membangun ketahanan ekonomi. #MakanBergiziBangunNegeri","1873187508730904796","","garudadidada10","in","","0","0","0","https://x.com/aldy_wijaya09/status/1873187508730904796","1699444099613589504","aldy_wijaya09"
"1873187428577776108","Sun Dec 29 02:00:59 +0000 2024","0","Yaila asumsi HPP yang dianggap sama before vs after PPN 12% aja udah pasti ga tepat. Ga apple to apple. Emangnya biaya raw material-packaging material nya ga naik FMCG Manufacturer aja mau adjust HPP karena margin bakal kegerus sama PPN 12%","1873187428577776108","","","in","","0","1","0","https://x.com/akumasben/status/1873187428577776108","1131248716638121984","akumasben"
"1873176498645156208","Sun Dec 29 02:00:57 +0000 2024","0","@kdrama_menfess Stress ppn 12%","1873187420520497560","","kdrama_menfess","in","","0","0","0","https://x.com/aarlertn/status/1873187420520497560","3301342622","aarlertn"
"1873187377805738168","Sun Dec 29 02:00:47 +0000 2024","6","Kita harus Sadarkan masyarakat Tentang Bahaya ppn 12% https://t.co/epWD3zzp7g","1873187377805738168","https://pbs.twimg.com/media/Gf7l_hsa4AA8JsZ.jpg","","in","Lisbon, Portugal","0","2","0","https://x.com/opposite6892/status/1873187377805738168","1558329561783607296","opposite6892"
"1872860124118958180","Sun Dec 29 02:00:30 +0000 2024","0","@msaid_didu @jokowi kata prabowo mah cuekin AJA yg nyinyir kenaikan PPN 12%","1873187306305405248","","msaid_didu","in","","0","0","0","https://x.com/Dade88020008/status/1873187306305405248","1112161409645699073","Dade88020008"
"1873096458834198748","Sun Dec 29 02:00:04 +0000 2024","0","@garudadidada10 PPN 12% untuk membiayai proyek-proyek berkelanjutan. #MakanBergiziBangunNegeri","1873187194955083960","","garudadidada10","in","","0","0","0","https://x.com/tedi_tamba/status/1873187194955083960","1709077916683022336","tedi_tamba"
"1872948073955299393","Sun Dec 29 01:59:42 +0000 2024","0","@feedemady Metode transportasi logistik yg dipikiran kaum IQ58 ketika ngoceh ppn 12% diterapkan cuma utk barang mewah ajaa. bahan pokok nggak tuh ","1873187105033338898","","feedemady","in","Jakarta Capital Region","0","0","0","https://x.com/penglosing/status/1873187105033338898","1453476873124548609","penglosing"
"1873096324750655799","Sun Dec 29 01:59:26 +0000 2024","0","@garudadidada10 Dengan PPN 12% pemerintah bisa lebih responsif. #MakanBergiziBangunNegeri","1873187038637576281","","garudadidada10","in","","0","0","0","https://x.com/bjragin_permd1/status/1873187038637576281","1701444986972299264","bjragin_permd1"
"1873022821712183331","Sun Dec 29 01:59:22 +0000 2024","4","@Adriandhy Tiketnya gak ngaruh ppn tapi kalo beli makan di dalem keretanya tetep kena ppn 12% kan?","1873187021025624523","","Adriandhy","in","Bojonggede, Indonesia","0","0","0","https://x.com/sofar_aja/status/1873187021025624523","70048916","sofar_aja"
"1873096458834198748","Sun Dec 29 01:58:53 +0000 2024","0","@garudadidada10 PPN 12% mendukung program-program pemerintah untuk rakyat. #MakanBergiziBangunNegeri","1873186897444610232","","garudadidada10","in","","0","0","0","https://x.com/daivaa_dami/status/1873186897444610232","1701104596478013440","daivaa_dami"
"1873096458834198748","Sun Dec 29 01:58:23 +0000 2024","0","@garudadidada10 PPN 12% untuk menciptakan lapangan kerja baru. #MakanBergiziBangunNegeri","1873186771615502502","","garudadidada10","in","","0","0","0","https://x.com/nia_samantha41/status/1873186771615502502","1717478603095678976","nia_samantha41"
"1873183419771044197","Sun Dec 29 01:57:09 +0000 2024","0","@aveduz mari penuhi wishlistnya kak. sebelum ppn 12% terealisasi.","1873186464122716383","","aveduz","in","Surakarta, Jawa Tengah","0","1","0","https://x.com/pustaka_pena/status/1873186464122716383","1673158052302970880","pustaka_pena"
"1872992399934578997","Sun Dec 29 01:51:22 +0000 2024","0","@CNNIndonesia Sepertinya para para rakyat Jelatah akan di siksa lagi setelah ppn jadi 12% semakin jauh dari kemakmuran hidup di negara RI Presiden yg manut Firaun solo Tinggal menunggu keadilan Tuhan ajh lah sedih oohh sedih @prabowo @DPR_RI @PDI_Perjuangan","1873185006656602531","","CNNIndonesia","in","","0","0","0","https://x.com/RossiOci195906/status/1873185006656602531","1814417115132375041","RossiOci195906"
"1873096458834198748","Sun Dec 29 01:51:18 +0000 2024","0","@garudadidada10 PPN 12% membantu pengelolaan limbah yang lebih baik. #MakanBergiziBangunNegeri","1873184992391774263","","garudadidada10","in","","0","0","0","https://x.com/nadima_psptaa20/status/1873184992391774263","1699718937716604928","nadima_psptaa20"
"1872648594442088675","Sun Dec 29 01:50:10 +0000 2024","0","@tiopamungkas_ tuwukno tuku buku sebelum ppn 12%","1873184703542685908","","tiopamungkas_","in","Malang, Jawa Timur","0","0","0","https://x.com/arisoniaa/status/1873184703542685908","828937724518297601","arisoniaa"
"1873184616724742364","Sun Dec 29 01:49:49 +0000 2024","4","Sama saja Sein Kanan belok Kiri. Apak gak paham ya naiknya PPN 12% berbagai pungutan varian baru naiknya tarip listrik melambungnya harga harga kebutuhan dll itu adalah MEMPERSULIT kehidupan Rakyat Indonesia? Omon omon mulu kapan benernya BuzzerRp58 kok masih bela https://t.co/uTWPbWyMFQ","1873184616724742364","https://pbs.twimg.com/media/Gf7jeaSawAMiZhx.jpg","","in","Indonesia","1","1","3","https://x.com/angedespoir5/status/1873184616724742364","1084415103661858816","angedespoir5"
"1873096324750655799","Sun Dec 29 01:49:40 +0000 2024","0","@garudadidada10 PPN 12% membantu menciptakan ekosistem startup yang sehat. #MakanBergiziBangunNegeri","1873184577902215274","","garudadidada10","in","","0","0","0","https://x.com/buraira_blqi5/status/1873184577902215274","1701441636293808129","buraira_blqi5"
"1873184451536273653","Sun Dec 29 01:49:09 +0000 2024","0","Usai Naikkan PPN Jadi 12% Prabowo Masih Sesumbar Tak Ada Niat Persulit Hidup Rakyat https://t.co/oQ3C6BzCAu","1873184451536273653","","","in","Jakarta Capital Region","0","0","0","https://x.com/rilpolitikcom/status/1873184451536273653","1654444745303945216","rilpolitikcom"
"1873173588489929146","Sun Dec 29 01:49:02 +0000 2024","0","@undipmfs ppn naik jd 12% bikin ketawa ga kak? ketawa nangis anyway ak blm kesampain icip ini yah. semoga dapet mumpung luntang lantung nih https://t.co/jvbxUgeaWl","1873184419210821668","https://pbs.twimg.com/media/Gf7jS88aQAAbgZc.jpg","undipmfs","in","","0","0","0","https://x.com/terangkayalampu/status/1873184419210821668","1722631878673608704","terangkayalampu"
"1873096324750655799","Sun Dec 29 01:48:58 +0000 2024","0","@garudadidada10 PPN 12% adalah alat untuk mempercepat transformasi ekonomi yang lebih sejahtera. #MakanBergiziBangunNegeri","1873184403146588593","","garudadidada10","in","","0","0","0","https://x.com/galuh_mustofa60/status/1873184403146588593","1711231330812665856","galuh_mustofa60"
"1872664860917735518","Sun Dec 29 01:48:51 +0000 2024","0","@_MIRACLEOFLIFE dia sebenarnya gak kesurupan setan tapi kesurupan ppn 12%","1873184372637245869","","_MIRACLEOFLIFE","in","","0","0","0","https://x.com/dahagailmu24/status/1873184372637245869","1148260935611457541","dahagailmu24"
"1873184337904189637","Sun Dec 29 01:48:42 +0000 2024","0","Rotinya kena ppn 12%","1873184337904189637","","","in","Earth","0","0","0","https://x.com/crystalemeraldy/status/1873184337904189637","1220979482766372870","crystalemeraldy"
"1873184274926698850","Sun Dec 29 01:48:27 +0000 2024","0","HMI-MPO Se-Indonesia menolak kenaikan PPN 12% https://t.co/6SHkqFve4C","1873184274926698850","https://pbs.twimg.com/media/Gf7jK6rakAA_G_C.jpg","","in","","0","0","0","https://x.com/LaloMuslim33038/status/1873184274926698850","1703984443839717376","LaloMuslim33038"
"1872856768176685565","Sun Dec 29 01:48:11 +0000 2024","1","@DokterTifa Jangan ajari kami mengurangi makan beras premium pajak 12% sudah cukup untuk mengurangi makan gak premium saja pupuk dan pestisida nya kena PPN 12%. Belum lagi telur dan ikan yang harga naik tajam gak usah potong lambung kami sudah potong uang makan","1873184204512797067","","DokterTifa","in","","0","0","0","https://x.com/ArifLabMed/status/1873184204512797067","1305649773706317825","ArifLabMed"
"1873096458834198748","Sun Dec 29 01:48:02 +0000 2024","0","@garudadidada10 PPN 12% mendukung pengurangan ketimpangan ekonomi. #MakanBergiziBangunNegeri","1873184170459185504","","garudadidada10","in","","0","0","0","https://x.com/ervid_fari/status/1873184170459185504","1708744131139514368","ervid_fari"
"1873096458834198748","Sun Dec 29 01:48:00 +0000 2024","0","@garudadidada10 PPN 12% untuk mendanai proyek-proyek ramah lingkungan. #MakanBergiziBangunNegeri","1873184161693085873","","garudadidada10","in","","0","0","0","https://x.com/icha_dewmar/status/1873184161693085873","1711943049268584448","icha_dewmar"
"1873096458834198748","Sun Dec 29 01:47:43 +0000 2024","0","@garudadidada10 PPN 12% mendukung peningkatan inovasi di sektor kesehatan. #MakanBergiziBangunNegeri","1873184087277736287","","garudadidada10","in","","0","0","0","https://x.com/anita_puspasri/status/1873184087277736287","1699311453860470784","anita_puspasri"
